pkey,subkey,augment,augmentProfile,input,generate,contextDict,expoutput,inputDict
surabhigupta#Deliverable 2A#ChatGPT2,6#9,TRUE,"{'method': 'random char delete', 'subkey': '6#0'}",When did we exeence the netive coneuence of the industrial revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'What'}
surabhigupta#Deliverable 2A#ChatGPT2,7#0,FALSE,,Where did the industrial revolution begin?,FALSE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,7#1,TRUE,"{'method': 'random word swap', 'subkey': '7#0'}",Where revolution the industrial did begin?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,7#2,TRUE,"{'method': 'random word delete', 'subkey': '7#0'}",did the revolution begin?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,7#3,TRUE,"{'method': 'random word insert', 'subkey': '7#0'}",gyration Where did the industrial revolution begin?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,7#4,TRUE,"{'method': 'synonym augmentation', 'subkey': '7#0'}",Where did the industrial gyration menachem begin?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,7#5,TRUE,"{'method': 'ocr augmentation', 'subkey': '7#0'}",Where did the industrial revolution begin?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,7#6,TRUE,"{'method': 'keyboard augmentation', 'subkey': '7#0'}",dhere did the LndustE7al revolution begin?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,7#7,TRUE,"{'method': 'random char insert', 'subkey': '7#0'}",DWhere did the industrial Drevolu2tibon begin?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,7#8,TRUE,"{'method': 'random char swap', 'subkey': '7#0'}",Where did the indsutrial revolution beign?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,7#9,TRUE,"{'method': 'random char delete', 'subkey': '7#0'}",Whre did the industrial revluin begin?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,8#0,FALSE,,Where did the industrial revolution end?,FALSE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,8#1,TRUE,"{'method': 'random word swap', 'subkey': '8#0'}",Where revolution the industrial did end?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,8#2,TRUE,"{'method': 'random word delete', 'subkey': '8#0'}",did the revolution end?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,8#3,TRUE,"{'method': 'random word insert', 'subkey': '8#0'}",gyration Where did the industrial revolution end?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,8#4,TRUE,"{'method': 'synonym augmentation', 'subkey': '8#0'}",Where did the industrial gyration ending?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,8#5,TRUE,"{'method': 'ocr augmentation', 'subkey': '8#0'}",Where did the indo8tria1 revolution end?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,8#6,TRUE,"{'method': 'keyboard augmentation', 'subkey': '8#0'}",Where did the ibd TAtrial eevolutiiJ end?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,8#7,TRUE,"{'method': 'random char insert', 'subkey': '8#0'}",Wherce did the indcustrdiasl revolution end?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,8#8,TRUE,"{'method': 'random char swap', 'subkey': '8#0'}",Where did the ndiustiral revlouitno end?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,8#9,TRUE,"{'method': 'random char delete', 'subkey': '8#0'}",Whee did the inusial revolution end?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,9#0,FALSE,,Who was a key figure in the revolution?,FALSE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Pass', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Who'}
surabhigupta#Deliverable 2A#ChatGPT2,9#1,TRUE,"{'method': 'random word swap', 'subkey': '9#0'}",Who a was key figure in the revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Pass', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Who'}
surabhigupta#Deliverable 2A#ChatGPT2,9#2,TRUE,"{'method': 'random word delete', 'subkey': '9#0'}",was a figure in the revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Pass', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Who'}
surabhigupta#Deliverable 2A#ChatGPT2,9#3,TRUE,"{'method': 'random word insert', 'subkey': '9#0'}",Who primal was a key figure in the revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Pass', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Who'}
surabhigupta#Deliverable 2A#ChatGPT2,9#4,TRUE,"{'method': 'synonym augmentation', 'subkey': '9#0'}",World health organization was a primal figure in the revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Pass', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Who'}
surabhigupta#Deliverable 2A#ChatGPT2,9#5,TRUE,"{'method': 'ocr augmentation', 'subkey': '9#0'}",Who was a key figure in the kev0luti0n?,TRUE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Pass', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Who'}
surabhigupta#Deliverable 2A#ChatGPT2,9#6,TRUE,"{'method': 'keyboard augmentation', 'subkey': '9#0'}",Who was a key fiYure in the r#vol TtioB?,TRUE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Pass', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Who'}
surabhigupta#Deliverable 2A#ChatGPT2,9#7,TRUE,"{'method': 'random char insert', 'subkey': '9#0'}",Who was a key figurbe in the (rev@olu4tion?,TRUE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Pass', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Who'}
surabhigupta#Deliverable 2A#ChatGPT2,9#8,TRUE,"{'method': 'random char swap', 'subkey': '9#0'}",Who was a key ifgure in the ervlotuion?,TRUE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Pass', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Who'}
surabhigupta#Deliverable 2A#ChatGPT2,9#9,TRUE,"{'method': 'random char delete', 'subkey': '9#0'}",Who was a key fiure in the revouon?,TRUE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Pass', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Who'}
